Player,Team,POS,FPTS_STD,FPTS_PPR,FPTS_HPPR,ADP_STD,ADP_PPR,ADP_HPPR,RUSH_ATT,RUSH_YDS,RUSH_TDS,REC,REC_YDS,REC_TDS,FUM_LOST,QB_ATT,QB_CMP,QB_YDS,QB_TDS,QB_INTS,K_FG,K_FGA,K_XPT,DST_SACK,DST_INT,DST_FR,DST_FF,DST_TD,DST_SAFETY,DST_PA,DST_YDS_AGN,ESPN_ID,NFLREADPY_ID,HEADSHOT
Tyler Warren,IND,TE8,95.1,158.2,126.6,96.5,88.7,93.7,0,10.5,0,63.2,679.1,4.7,1.1,,,,,,,,,,,,,,,,,4431459,00-0040128,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jt2almbzdk0kbha39otb"
Tyquan Thornton,KC,WR119,16.8,24.9,20.8,,408.3,,0,0,0,8.1,116.5,0.9,0,,,,,,,,,,,,,,,,,4362921,00-0038104,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjqzuempyiwxe0hl7e5a"
Tyrell Shavers,BUF,WR156,2.8,4.3,3.6,,428.7,,0,0,0,1.5,20.1,0.1,0,,,,,,,,,,,,,,,,,4241476,00-0038679,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfazuecipz3csodtztwc"
Tyrone Tracy Jr.,NYG,RB28,145.5,181.5,163.5,74,80.7,75,192.7,830.6,5.4,36,268.2,1.1,1.6,,,,,,,,,,,,,,,,,4360516,00-0039384,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom"
Van Jefferson,WAS,WR96,41.6,65.2,53.4,,438,,0,0,0,23.6,303.8,1.9,0.1,,,,,,,,,,,,,,,,,3930066,00-0036415,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aavlanyckqnsej61ulir"
Velus Jones Jr.,SEA,WR152,3.4,5.2,4.3,,664,,2.4,10.5,0.1,1.8,13.3,0.1,0,,,,,,,,,,,,,,,,,4035693,00-0037745,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fchis2k7zzpqg9sv1ya1"
Wan'Dale Robinson,TEN,WR61,82.2,151.5,116.9,181.5,189.3,196.5,2,15.8,0,69.2,625.7,3.1,0.5,,,,,,,,,,,,,,,,,4569587,00-0038117,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yzcvyhmilvxedfjfjglc"
Will Mallory,IND,TE93,5.8,9.6,7.7,,698,,0,0,0,3.9,38.7,0.3,0,,,,,,,,,,,,,,,,,4362523,00-0038394,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iedvpzvx9rric1dyi3iy"
Will Shipley,PHI,RB74,38.9,48.1,43.5,201,219.8,181.5,40.2,214.5,1.4,9.2,68.1,0.5,0.1,,,,,,,,,,,,,,,,,4431545,00-0039746,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdps3spkhbztc2mbd6ty"
Woody Marks,HOU,RB63,52.2,71.6,61.9,209,218,170.5,58.4,234.6,1.6,19.4,144.5,0.8,0.1,,,,,,,,,,,,,,,,,4429059,00-0040583,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwvxisrnjitkkghkfcn3"
Xavier Gipson,NYG,WR130,9.9,17.3,13.6,,711,,0,3.7,0,7.4,81.3,0.4,0.5,,,,,,,,,,,,,,,,,4427278,00-0038496,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtz360jnxg9psmqifnp"
Xavier Hutchinson,HOU,WR111,23,37.6,30.3,,491.5,,0,0,0,14.5,172.1,1,0.1,,,,,,,,,,,,,,,,,4686422,00-0038618,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hv3mfhadliph08b4pl4s"
Xavier Legette,CAR,WR52,96,156.1,126,172,177.2,171.5,6.2,30.6,0.1,60.1,678.1,4.3,0.5,,,,,,,,,,,,,,,,,4430034,00-0039342,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7"
Xavier Restrepo,TEN,WR129,10.2,14.2,12.2,261,401.8,342,0,2,0,4,40,1,0,,,,,,,,,,,,,,,,,4431353,00-0040522,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ig4zstror8jyd9s9igfd"
Xavier Smith,LAR,WR164,1.3,2.3,1.8,,700,,2.2,9.6,0.1,1,11,0,0.5,,,,,,,,,,,,,,,,,4386544,00-0038359,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fk4gtziqefw5etqfylbe"
Xavier Weaver,ARI,WR142,5.8,9.1,7.4,,774,,0,0,0,3.4,39.9,0.3,0,,,,,,,,,,,,,,,,,4428811,00-0039521,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bevrgazhjzigxagrb0qo"
Xavier Worthy,KC,WR17,154,228.5,191.3,56.5,54.8,57.3,15.5,84.7,1.5,74.5,926.4,7.5,0.5,,,,,,,,,,,,,,,,,4683062,00-0039894,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ue6fp8xwnyo7ftvabbb8"
Zach Charbonnet,SEA,RB31,119.2,155.3,137.2,96.5,110,94.7,135.9,586.2,4.9,36,267.2,1,0.8,,,,,,,,,,,,,,,,,4426385,00-0039165,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqbzg5e8pdltbnb7hc8p"
Zack Kuntz,MIA,TE118,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4361417,00-0038406,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snmajpxpwgxwzo5sfrsx"
Zamir White,LV,RB67,46,57.5,51.7,,320.3,,67.9,263.3,1.6,11.5,80.5,0.4,0.1,,,,,,,,,,,,,,,,,4361777,00-0038040,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzthyqk2ld52f31ka1ir"
Zavier Scott,MIN,RB87,24.2,27.2,25.7,,710,,32,153,1,3,29,0,0,,,,,,,,,,,,,,,,,,,
Zay Flowers,BAL,WR21,147.4,224.4,185.9,61,61.8,62.7,8.2,48.5,0.1,77,1044.6,6.4,0.5,,,,,,,,,,,,,,,,,4429615,00-0039064,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqqh8gmxdpo55qwpsszj"
Josh Allen,BUF,QB1,376.6,376.6,376.6,23,20.2,22,115.9,572.5,10.7,,,,3.4,519.2,332.5,3904.1,29,10.4,,,,,,,,,,,,3918298,00-0034857,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z"
Lamar Jackson,BAL,QB2,372.4,372.4,372.4,23.5,21.5,21.7,134.7,828.1,3.9,,,,4.5,475.6,317.8,3859.3,32.3,8.2,,,,,,,,,,,,3916387,00-0034796,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p"
Jalen Hurts,PHI,QB5,358.7,358.7,358.7,40.5,35.2,35.3,147.3,633.6,12.7,,,,3.9,460,310.9,3530.8,23.6,8.6,,,,,,,,,,,,4040715,00-0036389,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s"
Jayden Daniels,WAS,QB3,354.7,354.7,354.7,29.5,30.7,30.7,137.5,750.1,5.7,,,,2.5,528.2,359,3853.7,26.7,10.5,,,,,,,,,,,,4426348,00-0039910,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrdweg39v1ay4zoc0lgp"
Joe Burrow,CIN,QB4,340.4,340.4,340.4,37.5,33.3,38,48.2,179.7,2.1,,,,3.8,620.9,430.1,4625.6,35.7,10.4,,,,,,,,,,,,3915511,00-0036442,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7"
Patrick Mahomes II,KC,QB6,328.1,328.1,328.1,60,49.7,52.3,75.1,365.6,2.8,,,,2.5,601.1,407,4259.5,30.3,12.1,,,,,,,,,,,,3139477,00-0033873,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7"
Baker Mayfield,TB,QB7,318.5,318.5,318.5,70.5,62.5,68.3,64.5,288.5,2.6,,,,3.9,551.5,382.1,4151,32.7,14.6,,,,,,,,,,,,3052587,00-0034855,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2uufyghiphx4oihgucm"
Kyler Murray,MIN,QB9,316,316,316,95.5,86.2,93.3,88.6,551.7,5.1,,,,3.8,538.5,365,3808.4,24.2,11.1,,,,,,,,,,,,3917315,00-0035228,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f"
Brock Purdy,SF,QB10,310.3,310.3,310.3,110.5,100,97,64.6,279,3.6,,,,2.9,520.7,348.4,4276.1,27,12.4,,,,,,,,,,,,4361741,00-0037834,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj"
Bo Nix,DEN,QB8,308.8,308.8,308.8,78.5,70.7,70.3,88.7,423.3,3.5,,,,2,556.5,363.5,3789.9,27.4,12,,,,,,,,,,,,4426338,00-0039732,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/igirshmrr6lqtxcpxsea"
Justin Fields,KC,QB14,299.2,299.2,299.2,120,116.7,115.7,135.2,744.3,6.1,,,,3.8,494,307.2,3232.9,19.3,10.8,,,,,,,,,,,,4362887,00-0036945,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbteankooq2c33yquq2j"
J.J. McCarthy,MIN,QB19,292.1,292.1,292.1,139,146,140.7,57.4,258.2,2.1,,,,3.8,557.5,363.7,4045.6,28.5,14.4,,,,,,,,,,,,4433970,00-0039923,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3"
Dak Prescott,DAL,QB11,291.3,291.3,291.3,103.5,100.5,91.7,42.4,178.1,1.9,,,,3.1,602.3,396.2,4255.9,27.6,12.1,,,,,,,,,,,,2577417,00-0033077,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn"
Justin Herbert,LAC,QB13,289.7,289.7,289.7,115,113.8,112.3,65.4,272,2.6,,,,2.5,534.2,350.3,3943.9,25.6,8.5,,,,,,,,,,,,4038941,00-0036355,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk"
Caleb Williams,CHI,QB15,288.5,288.5,288.5,106.5,122.2,115,86.7,469.9,2.6,,,,4.5,559.1,355.2,3750.6,23.8,10.3,,,,,,,,,,,,4431611,00-0039918,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt"
Jared Goff,DET,QB12,284.9,284.9,284.9,101,105.7,104,30.3,61.5,0.5,,,,2.9,547.7,378.7,4336.6,29.9,11.4,,,,,,,,,,,,3046779,00-0033106,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor"
C.J. Stroud,HOU,QB17,279.7,279.7,279.7,132,130.8,129.3,58.7,256.8,1.7,,,,3.7,558.5,358.8,4056.7,24.9,10.6,,,,,,,,,,,,4432577,00-0039163,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7"
Drake Maye,NE,QB16,278.8,278.8,278.8,127.5,128.8,119.7,77.2,491.5,3.1,,,,4.8,516.5,345,3568.8,22.7,12.7,,,,,,,,,,,,4431452,00-0039851,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1"
Jordan Love,GB,QB18,276.8,276.8,276.8,131,135.7,132,41.5,166.9,1.9,,,,2.5,505.5,324.4,3888.3,27.6,12.1,,,,,,,,,,,,4036378,00-0036264,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp"
Trevor Lawrence,JAX,QB20,275.2,275.2,275.2,139.5,160.5,160.7,54.4,252.2,3.1,,,,4.1,549.7,352.8,3973.4,23.4,13,,,,,,,,,,,,4360310,00-0036971,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d75srntioly7fq0z8vip"
Bryce Young,CAR,QB25,263.9,263.9,263.9,165,187.7,176.7,52.8,294.8,3.5,,,,3.5,555.4,352.1,3638.6,21.7,12,,,,,,,,,,,,4685720,00-0039150,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qy1lfhlzhiacsyzzm1j7"
Michael Penix Jr.,ATL,QB24,263,263,263,164.5,185,168.3,52.1,196.6,2.1,,,,3.2,541.3,346.7,3913.2,23.5,13.4,,,,,,,,,,,,4360423,00-0039917,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azvyjzp2sa8cnljbp3i7"
Tua Tagovailoa,ATL,QB21,261.6,261.6,261.6,154.5,175.3,164.7,26.8,86.1,0.5,,,,3.9,573.3,398,4133.4,26,11.9,,,,,,,,,,,,4241479,00-0036212,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ktqj3s5vofexl2dwrrp4"
Geno Smith,NYJ,QB26,261.4,261.4,261.4,175,201.5,182.7,54.3,242.4,1.7,,,,2.8,565.2,378.8,3952.9,22,13.4,,,,,,,,,,,,15864,00-0030565,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s"
Matthew Stafford,LAR,QB23,259.5,259.5,259.5,169,180.5,175.3,29.3,72.6,0.7,,,,2.5,544.7,357.4,4023,25.7,10.9,,,,,,,,,,,,12483,00-0026498,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4"
Cam Ward,TEN,QB22,258.1,258.1,258.1,166.5,178.3,165.3,70.8,330.1,2.4,,,,4.1,529.3,337.2,3642.6,21.8,13.8,,,,,,,,,,,,4688380,00-0040676,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viadutkbvligsopnd2qn"
Sam Darnold,SEA,QB27,252.7,252.7,252.7,183,205.4,180.3,59.5,205.3,1.9,,,,3.8,544.1,356.5,3793.5,22.7,13.8,,,,,,,,,,,,3912547,00-0034869,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s5t8m6bhedjwwtfw3ild"
Daniel Jones,IND,QB31,228.7,228.7,228.7,219.5,263.3,253,92.2,408.4,3.4,,,,3.4,441.6,275.9,2881.9,17.2,9.9,,,,,,,,,,,,3917792,00-0035710,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhuiypfjzpkisxllinyv"
Spencer Rattler,NO,QB38,186.8,186.8,186.8,204,340.5,204,44.1,235.2,1.2,,,,4,447.7,270.4,2831.4,15.2,9.8,,,,,,,,,,,,4426339,00-0039376,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uridusydmg6brwrmpmq6"
Joe Flacco,CIN,QB32,155,155,155,244,278.8,268,15.2,43.5,0.4,,,,3.8,418.4,263,2756.1,14.1,11.3,,,,,,,,,,,,11252,00-0026158,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx"
Anthony Richardson Sr.,IND,QB30,58.4,58.4,58.4,199,238.3,231.5,17.4,146.4,1.4,,,,1.2,68.5,38.9,661.4,3.6,3.2,,,,,,,,,,,,,,
Tyler Shough,NO,QB36,56.3,56.3,56.3,250,313.7,292,14.2,75.3,0.4,,,,1.3,102.2,64.3,884.8,4.3,3.5,,,,,,,,,,,,4360689,00-0040743,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wsrkib8qgwtb2t2ugaru"
Jaxson Dart,NYG,QB28,53.5,53.5,53.5,209,228.3,215.5,12.1,62.3,0.5,,,,1.1,114,71.8,799.4,4.4,3.2,,,,,,,,,,,,4689114,00-0040691,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc"
Dillon Gabriel,CLE,QB67,50.1,50.1,50.1,299,466.5,299,11.4,45.2,0.4,,,,0.8,126.2,77.9,793.2,3.9,2.9,,,,,,,,,,,,4427238,00-0040704,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szpyvusef9jvoctbnkbk"
Shedeur Sanders,CLE,QB29,38.5,38.5,38.5,259,236.3,214.3,11.8,37,0.1,,,,1,95.2,58.2,649.2,3.1,2.5,,,,,,,,,,,,4432762,00-0040668,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl"
Jalen Milroe,SEA,QB34,24.3,24.3,24.3,262,305.5,327,25.6,110.9,1,,,,0.4,16.2,10.2,130.4,0.8,0.8,,,,,,,,,,,,4432734,00-0040673,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gmucibahkrfu9xowwiio"
Mason Rudolph,PIT,QB43,18.8,18.8,18.8,,380.3,,18.8,67.7,0.5,,,,0,20.4,13.5,151.5,0.9,0.7,,,,,,,,,,,,3116407,00-0034771,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora"
Jimmy Garoppolo,LAR,QB42,14.2,14.2,14.2,298,378,298,1,2.9,0,,,,0,28.2,18.3,209.4,1.6,0.7,,,,,,,,,,,,16760,00-0031345,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivz3zwvjxvgcu4dzabur"
Jameis Winston,NYG,QB35,13.8,13.8,13.8,,307.7,,2,11.3,0,,,,0,11,7,199.3,1.3,0.7,,,,,,,,,,,,2969939,00-0031503,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb"
Malik Willis,MIA,QB48,13.7,13.7,13.7,,395,,4.6,28.2,0.2,,,,0,20,12.6,157.7,0.9,0.3,,,,,,,,,,,,4242512,00-0038128,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsnetccy7bquili3gcqq"
Marcus Mariota,WAS,QB63,13.1,13.1,13.1,,458,,4.5,22.3,0,,,,0,22.6,15.2,172.5,1.1,0.3,,,,,,,,,,,,2576980,00-0032268,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va"
Mac Jones,SF,QB52,10.6,10.6,10.6,,407,,1.8,7.5,0,,,,0,21.9,14,172.3,0.9,0.7,,,,,,,,,,,,4241464,00-0036972,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5sg1z9qvdpjeapblndz"
Zach Wilson,NO,QB73,10.3,10.3,10.3,,504.7,,2.6,10.3,0,,,,0,19.9,12.9,153.7,0.9,0.5,,,,,,,,,,,,4361259,00-0037013,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i17xpbsar7evcypbhtel"
Aidan O'Connell,LV,QB65,10.1,10.1,10.1,,461,,1,3,0,,,,0,22.5,14.5,158.5,1,0.5,,,,,,,,,,,,4260394,00-0038579,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12"
Jake Browning,TB,QB59,9.7,9.7,9.7,,448,,1.1,8.4,0,,,,0,15,10.2,135.7,1,0.4,,,,,,,,,,,,3886812,00-0035100,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzyh6yum2w3c6xrkndla"
Jacoby Brissett,ARI,QB68,9.3,9.3,9.3,,474,,1.8,9.5,0,,,,0,18.3,12.1,147.9,0.7,0.5,,,,,,,,,,,,2578570,00-0033119,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdxowm5dvpbb8p3aazbc"
Gardner Minshew II,ARI,QB49,8.9,8.9,8.9,,399.7,,1.8,7.8,0,,,,0.7,19,12.7,151.7,1,0.5,,,,,,,,,,,,4038524,00-0035289,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lggwtoj1m0jxxiawtzpw"
Andy Dalton,PHI,QB64,8.9,8.9,8.9,,460,,1.3,6,0,,,,0,16.3,10.8,129.6,0.9,0.7,,,,,,,,,,,,14012,00-0027973,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyjb97rajdqckaxsoniv"
Tanner McKee,PHI,QB46,8.4,8.4,8.4,,390.3,,3.1,8,0,,,,0,11.1,7.1,125.1,0.7,0.4,,,,,,,,,,,,4685201,00-0038400,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oveivzhzv13jrfvkp8zg"
Joe Milton III,DAL,QB40,8.3,8.3,8.3,,369.7,,1.4,11.8,0,,,,0,14.6,9.5,123.3,0.6,0.4,,,,,,,,,,,,4360698,00-0039398,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsj9lobse1gxzanf39dt"
Kenny Pickett,CAR,QB45,7.9,7.9,7.9,,388.3,,1.4,8.5,0,,,,0,13.8,9,123.2,0.6,0.3,,,,,,,,,,,,4240703,00-0038102,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfdzmyfr8eup5uuojjdw"
Tyson Bagent,CHI,QB57,7.9,7.9,7.9,,423,,1.8,11.1,0,,,,0,13.4,8.7,115,0.6,0.4,,,,,,,,,,,,4434153,00-0038416,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfwnayxjfnbfs3sm5a21"
Nick Mullens,JAX,QB71,7.8,7.8,7.8,,499,,1.4,6.5,0,,,,0,13,8.4,127.1,0.7,0.6,,,,,,,,,,,,3059989,00-0033319,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrpcaavzkqoq1ybqthgm"
Mitchell Trubisky,TEN,QB50,7.8,7.8,7.8,,401.7,,1.8,7.9,0,,,,0,12.4,8.2,118.1,0.7,0.4,,,,,,,,,,,,3039707,00-0033869,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fw9ec0v5pn3sorobytpb"
Teddy Bridgewater,DET,QB58,7.7,7.7,7.7,,447,,1.7,8,0,,,,0,12.2,8.5,120.6,0.7,0.6,,,,,,,,,,,,16728,00-0031237,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wggyfg1dgyiwcgxafoen"
Jarrett Stidham,DEN,QB54,7.7,7.7,7.7,,414.3,,1.5,7.6,0,,,,0,12.9,8.4,116.2,0.7,0.4,,,,,,,,,,,,3892775,00-0035264,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlq7q7zkusdhmudwbodl"
Davis Mills,HOU,QB77,7.6,7.6,7.6,,646,,1.4,6.4,0,,,,0,13.3,8,116.1,0.7,0.4,,,,,,,,,,,,4242546,00-0036898,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3bofeusytvkogvqichy"
Carson Wentz,MIN,QB44,7.5,7.5,7.5,,382,,2.7,11.6,0,,,,0,14.5,9.4,109.2,0.7,0.6,,,,,,,,,,,,2573079,00-0032950,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot6wu9gw3cgcdb2cx6is"
Kirk Cousins,LV,QB33,7.3,7.3,7.3,266.5,281.7,233,1.7,6.3,0,,,,0.4,12.8,8.3,129.9,0.7,0.6,,,,,,,,,,,,14880,00-0029604,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmdqr7gju0dciapvdjcv"
Trey Lance,LAC,QB53,7,7,7,,412,,1.5,12.5,0,,,,0,12.3,7.4,110.9,0.4,0.4,,,,,,,,,,,,4383351,00-0037012,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gu6ewpdscaswlet6pbq0"
Brandon Allen,NYG,QB56,6.8,6.8,6.8,,420,,1.4,5,0,,,,0,12.1,7.6,110.2,0.6,0.6,,,,,,,,,,,,2574511,00-0032434,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cz7oluypd7ahkdrr8net"
Drew Lock,SEA,QB47,6.8,6.8,6.8,,393.5,,1.3,6,0,,,,0,11.4,7.4,109.2,0.6,0.6,,,,,,,,,,,,3924327,00-0035704,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0xz0hu8s0lpbwlr0bzj"
Sam Howell,DAL,QB72,6.8,6.8,6.8,,504.7,,0,4.7,0,,,,0,4.9,3,91.3,0.8,0.4,,,,,,,,,,,,4426875,00-0037077,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umfyh2tmtggjep6nt44c"
Kyle Allen,BUF,QB41,6.7,6.7,6.7,,372,,1.6,1.3,0,,,,0,13.7,9.2,107.6,0.6,0.1,,,,,,,,,,,,3115293,00-0034577,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vq3aw57yyjtydur0divt"
Deshaun Watson,CLE,QB37,6.7,6.7,6.7,,319,,0,12,0,,,,0,0,0,99,0.5,0.5,,,,,,,,,,,,3122840,00-0033537,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn"
Hendon Hooker,TEN,QB66,6.4,6.4,6.4,,461.5,,0,8,0,,,,0,0,0,103.5,0.5,0.5,,,,,,,,,,,,4240858,00-0038550,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdky2q0tndjhtrgo2fgt"
Quinn Ewers,MIA,QB39,6.2,6.2,6.2,,355.5,,0,7,0,,,,0,0,0,100,0.5,0.5,,,,,,,,,,,,4889929,00-0040234,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wikumn4ijbsxyuhtv1vz"
Graham Mertz,HOU,QB80,4.8,4.8,4.8,,683,,1,4,0,,,,0,8,5.5,59.5,0.5,0,,,,,,,,,,,,4426335,00-0040211,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkzhjatulzdzzvf5rpm3"
Will Howard,PIT,QB55,4.1,4.1,4.1,,417.7,,1,3,0,,,,0,6,4,44.5,0.5,0,,,,,,,,,,,,4429955,00-0040203,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nao2wr6j5irfvk43ssgy"
Josh Johnson,CIN,QB62,2,2,2,,456,,0,0,0,,,,0,5.5,3.4,36.3,0.2,0.2,,,,,,,,,,,,11394,00-0026300,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibuhbuhomisj4t8vvhay"
Case Keenum,CHI,QB74,0,0,0,,562,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,15168,00-0028986,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu"
Trevor Siemian,ATL,QB75,0,0,0,,568,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,2511109,00-0032156,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmksfbms9zefxezf39sb"
Jeff Driskel,WAS,QB86,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,2574630,00-0032436,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvyjv4da7ya6erhqx67m"
Tyler Huntley,BAL,QB76,0,0,0,,611,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4035671,00-0035993,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqrzxwprqfsh4t4aa8lk"
Shane Buechele,BUF,QB83,0,0,0,,829,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4039034,00-0036679,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f8debemuxxzrosthavuu"
Sam Ehlinger,DEN,QB78,0,0,0,,647,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4241820,00-0036879,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntaqj7ts4bvck59gqecf"
Sean Clifford,CIN,QB88,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4259592,00-0038391,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aox0jnclewicjmdydbmq"
Desmond Ridder,GB,QB79,0,0,0,,663,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4239086,00-0038122,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rhpusa7pfgd82d9ui6y7"
Kyle McCord,GB,QB69,0,0,0,,491.5,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4433971,00-0040014,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkbbhsm1fmmkfn87rdyl"
